Timestamp,Relative_Time,PT-L01_2_1_V,PT-M02_2_2_V,PT-M01_2_3_V,reference_M_Pa
2025-06-30 08:35:09.928,1781.061,0.87075,2.3335,0.85725,0
2025-06-30 08:35:09.928,1781.061,0.87075,2.3335,0.85725,0
2025-06-30 08:35:09.928,1781.061,0.87075,2.3335,0.85725,0
2025-06-30 08:35:09.929,1781.062,0.87075,2.3335,0.85725,0
2025-06-30 08:35:09.929,1781.062,0.87075,2.3335,0.85725,0
2025-06-30 08:35:09.929,1781.062,0.87075,2.3335,0.85725,0
2025-06-30 08:35:09.974,1781.107,0.87075,2.3335,0.85725,0
2025-06-30 08:35:09.974,1781.107,0.87075,2.3335,0.85725,0
2025-06-30 08:35:09.974,1781.107,0.87075,2.3335,0.85725,0
2025-06-30 08:35:09.974,1781.107,0.87075,2.3335,0.85725,0
2025-06-30 08:35:09.975,1781.108,0.87075,2.3335,0.85725,0
2025-06-30 08:35:09.975,1781.108,0.87075,2.3335,0.85725,0
2025-06-30 08:35:09.975,1781.108,0.87075,2.3335,0.85725,0
2025-06-30 08:35:10.020,1781.153,0.87075,2.3335,0.85725,0
2025-06-30 08:35:10.068,1781.201,0.87075,2.33375,0.85725,0
2025-06-30 08:35:10.068,1781.201,0.87075,2.33375,0.85725,0
2025-06-30 08:35:10.068,1781.201,0.87075,2.33375,0.85725,0
2025-06-30 08:35:10.069,1781.202,0.87075,2.33375,0.85725,0
2025-06-30 08:35:10.069,1781.202,0.87075,2.33375,0.85725,0
2025-06-30 08:35:10.069,1781.202,0.87075,2.33375,0.85725,0
2025-06-30 08:35:10.070,1781.203,0.87075,2.33375,0.85725,0
2025-06-30 08:35:10.070,1781.203,0.87075,2.33375,0.85725,0
2025-06-30 08:35:10.070,1781.203,0.87075,2.33375,0.85725,0
2025-06-30 08:35:10.098,1781.231,0.87075,2.33375,0.85725,0
2025-06-30 08:35:10.098,1781.231,0.87075,2.33375,0.85725,0
2025-06-30 08:35:10.098,1781.231,0.87075,2.33375,0.85725,0
2025-06-30 08:35:10.098,1781.231,0.87075,2.33375,0.85725,0
2025-06-30 08:35:10.098,1781.231,0.87075,2.33375,0.85725,0
2025-06-30 08:35:10.098,1781.231,0.87075,2.33375,0.85725,0
2025-06-30 08:35:10.099,1781.232,0.87075,2.33375,0.856875,0
